,username,mentionedUsers
7474,lodewijkdros,"['LetterenGeest', 'ericbrassem']"
7475,nilirag18,[]
7476,nilirag18,[]
7477,Kid_Facts,[]
7478,elginism,['fastcarlesbian']
7479,mirabilia7,[]
7480,hyperallergic,['LauraRaicovich']
7481,Anarchaeologist,"['BobHoltzman', 'CrombieJIM']"
7482,elginism,[]
7483,BlkHistStudies,[]
7484,BlkHistStudies,[]
7485,IanPhillips2454,"['MrThorntonTeach', 'jen_a_thornton']"
7486,jen_a_thornton,['MrThorntonTeach']
7487,UnSlaveHumanity,"['BlackNewsPortal', 'dijoni', 'DrMumbiSeraki', 'FreedomNews411', 'nubiankemett', 'Stolen_Afrikan', 'monroe_06', 'AfrikaAllDay', 'dijoni', 'IruraMwongera', 'Blackbe74688999']"
7488,sama_jones,['britishmuseum']
7489,flyskyboss,[]
7490,Cynsharpe,"['interactivate', 'NitschkeKatrina']"
7491,IsabelEiser,['coloniallegacy']
7492,juergenzimmerer,['coloniallegacy']
7493,luckygeorge811,['Afritraveltimes']
7494,Afritraveltimes,[]
7495,jimmckeown,['csandis']
7496,brolezholloway,[]
7497,sojournergaller,[]
7498,AmazinInfo,[]
7499,chayab77,['suketumehta']
7500,JamieODell896,[]
7501,Born120,['Telegraph']
7502,HopesDavid,[]
7503,juergenzimmerer,[]
7504,keminaija,[]
7505,Afrikkan00,[]
7506,IsabelEiser,[]
7507,GUnrecht,"['BookstopSanaa', 'oldmoshi2016', 'YusufTuggar', 'mimoyd1', 'profdanhicks', 'Was_Ihr_Wollt', 'ISDBund', 'HenningMelber', 'hparzinger']"
7508,aldridg5,['YouTube']
7509,tuitt_p,[]
7510,djrgrey,['HistoryPlymouth']
7511,ToyeSodade,"['folukeifejola', 'ikeanya']"
7512,folukeifejola,['folukeifejola']
7513,Swagmag856,[]
7514,blkberrycastle,[]
7515,brigfeltus,[]
7516,EverReese,[]
7517,DrHarris1911,['artsy']
7518,juergenzimmerer,[]
7519,divafoyh,['artsy']
7520,tomatovisiontv,[]
7521,afrikaaman,[]
7522,bill_minix,[]
7523,Kazuo_MORIMOTO,[]
7524,eebrahym1,[]
7525,sweetstepz,"['LemiGhariokwu', 'osaze_amadasun', 'AyomiRave', 'ravetvchannel', 'felakuti']"
7526,DietsQ,[]
7527,ThomasEugeneHa6,[]
7528,ThomasEugeneHa6,[]
7529,ThomasEugeneHa6,['YouTube']
7530,ykomska,['juergenzimmerer']
7531,aliciaperris,[]
7532,GUnrecht,"['YusufTuggar', 'BundesKultur']"
7533,Anarchaeologist,['Rubric94652453']
7534,nalebiosu,[]
7535,LetterenGeest,['pejulayiwola']
7536,MagsthePirate,['britishmuseum']
7537,JanetGunter,[]
7538,WaxPrintFilm,"['BlkHistStudies', 'AsoGlobe']"
7539,lukedoughaines,['Ian_Murphy']
7540,DiLeed,['LTeacher123']
7541,Anarchaeologist,['Rubric94652453']
7542,coloniallegacy,"['juergenzimmerer', 'juergenzimmerer']"
7543,coloniallegacy,"['juergenzimmerer', 'juergenzimmerer']"
7544,juergenzimmerer,['coloniallegacy']
7545,crystaltippps,"['bobbynuisance', 'langanslondon']"
7546,joannekarma,['DrLindaDykes']
7547,siman_hadi,[]
7548,JIMMYMAR2,['YouTube']
7549,coloniallegacy,['juergenzimmerer']
7550,coloniallegacy,['juergenzimmerer']
7551,AnneLuthera,"['UniversityofBen', 'profdanhicks', 'Feli_Bodenstein', 'KuK_TUBerlin']"
7552,Feli_Bodenstein,"['UniversityofBen', 'profdanhicks', 'Pitt_Rivers', 'UniofOxford', 'KuK_TUBerlin', 'lande_ox']"
7553,West_Nathan,['YouTube']
7554,juergenzimmerer,['YusufTuggar']
7555,juergenzimmerer,[]
7556,juergenzimmerer,"['GUnrecht', 'YusufTuggar', 'BundesKultur', 'hparzinger', 'Mi_Muentefering', 'GERonAfrica', 'AA_Kultur', 'mrmtweet', 'ISDBund', 'HenningMelber', 'olaf_zimmermann']"
7557,Potatoyarn,['sallylepage']
7558,juergenzimmerer,"['Feli_Bodenstein', 'Was_Ihr_Wollt', 'bartimaeusblue', 'markk', 'hparzinger', 'prm_laurita', 'LindenMuseum', 'volkenkunde']"
7559,juergenzimmerer,"['Feli_Bodenstein', 'Was_Ihr_Wollt', 'bartimaeusblue', 'markk', 'hparzinger', 'prm_laurita', 'LindenMuseum', 'volkenkunde']"
7560,juergenzimmerer,"['AMBrandstetter', 'Feli_Bodenstein', 'Was_Ihr_Wollt', 'bartimaeusblue', 'markk', 'hparzinger', 'prm_laurita', 'LindenMuseum', 'volkenkunde', 'coloniallegacy']"
7561,bajamushiya,[]
7562,coloniallegacy,['juergenzimmerer']
7563,KimTodzi,"['juergenzimmerer', 'coloniallegacy']"
7564,coloniallegacy,"['juergenzimmerer', 'coloniallegacy']"
7565,aliceestevenson,"['DEJPett', 'Paulrbowers']"
7566,Ike1986,[]
7567,juergenzimmerer,['coloniallegacy']
7568,juergenzimmerer,['coloniallegacy']
7569,Jake_of_Spades,['JimMFelton']
7570,iboogey1,"['Miameeze', 'SamanthaHarrie3']"
7571,TimCWrites,"['HowAboutBeth', 'goldenireneh', 'AreRockNRolla', 'Stam1899', 'eclipsedlunatic', 'redkni', 'ValerieComplex', 'iamjermainew']"
7572,heard_in_,[]
7573,aliciaperris,[]
7574,juergenzimmerer,[]
7575,IsabelEiser,['coloniallegacy']
7576,KimTodzi,[]
7577,Planet_History,[]
7578,HenkelStiftung,[]
7579,PortalLISA,['unihh']
7580,juergenzimmerer,['coloniallegacy']
7581,zipporahosei,['britishmuseum']
7582,NdiranguSam,['BenjiNdolo']
7583,buffsoldier_96,[]
7584,MxolisiBob,[]
7585,EleganzaEbonita,[]
7586,PanAfrica01,[]
7587,africapoloopen,[]
7588,Erebus1197,"['monopoly_run', 'smitf_london', 'vhwhiskyshop', 'britishmuseum']"
7589,BrainFooood,"['mcg1981', 'OrtisOrtizs', 'WisdomisNow', 'BAgenda2020', 'JamesBarnes77', 'TCA_Media', 'IAMJamena', 'JudgeJoeBrownTV', 'teks101', 'bighittinray', 'Browndeus', 'themankhosi', 'scaleehsi', 'JJyabbas', 'IAMFridayJones', 'HueyKhalidX1', 'LincolnTapper']"
7590,TimCWrites,"['HowAboutBeth', 'ValerieComplex', 'iamjermainew']"
7591,juergenzimmerer,"['britishmuseum', 'coloniallegacy']"
7592,juergenzimmerer,['coloniallegacy']
7593,juergenzimmerer,[]
7594,coloniallegacy,[]
7595,Artnose,[]
7596,parmeshs,['mfaboston']
7597,StrangerNoise,"['AndrewNessy', 'RachaelAtWork']"
7598,StrangerNoise,['RachaelAtWork']
7599,Fritschard,"['jingface', 'britishmuseum', 'acropolismuseum']"
7600,jimmckeown,['JahDuran']
7601,SimonSm72898123,['Peston']
7602,Beftft,[]
7603,inkl,[]
7604,somebitsLinks,[]
7605,JeffreyASachs,['matthewasears']
7606,BGTrust,[]
7607,GUnrecht,['TheEconomist']
7608,jennypistella,[]
7609,jennypistella,[]
7610,jennypistella,['britishmuseum']
7611,georgietc,"['clairejowitt', 'metmuseum']"
7612,HistoryExtra,"['kehinde_andrews', 'OlivetteOtele', 'tiffanyjenkins']"
7613,JoshuaHoffman75,"['clairejowitt', 'metmuseum']"
7614,JEnakele,[]
7615,GlobalSFSU,['britishmuseum']
7616,notcolinhanks,[]
7617,TimCWrites,['FullPricePod']
7618,marcia_mattos,[]
7619,ASCLibrary,['WeekbladMare']
7620,BarnabyPhillips,[]
7621,artrecovery,['Shareaholic']
7622,Kazuo_MORIMOTO,[]
7623,elginism,[]
7624,AntiProfessor,[]
7625,Rosieeatsjam,['britishmuseum']
7626,lootingmatters,['TristramHuntVA']
7627,ASCLibrary,[]
7628,toconnordublin,['artsy']
7629,DewloUKnow,[]
7630,Growlerythought,[]
7631,50golborneart,[]
7632,Archaeology_IN,[]
7633,coloniallegacy,['juergenzimmerer']
7634,james3neal,['FowlerMuseum']
7635,ISDBund,"['juergenzimmerer', 'olaf_zimmermann']"
7636,AfrikInfo,[]
7637,Metropolitanvik,[]
7638,modernghanaweb,[]
7639,GUnrecht,"['profdanhicks', 'Pitt_Rivers', 'britishmuseum', 'BundesKultur', 'hparzinger', 'AA_Kultur', 'Mi_Muentefering', 'HenningMelber', 'Was_Ihr_Wollt']"
7640,icemagazine1,[]
7641,WPReview,[]
7642,profdanhicks,"['Pitt_Rivers', 'britishmuseum']"
7643,ARCA_artcrime,[]
7644,lootingmatters,"['davidwjgill', 'ChasingAphrodit']"
7645,bertus161057,['trouw']
7646,brand_arthur,[]
7647,Travelwithgaz,['osaze_amadasun']
7648,s_starrenburg,"['volkenkunde', 'Tropenmuseum', 'volkenkunde']"
7649,bertus161057,['trouw']
7650,carolinejoyw,[]
7651,Dr_Banmz,"['Omo_bode', 'asemota']"
7652,NigeriaHeritage,[]
7653,aliciaperris,[]
7654,WPReview,[]
7655,CulturesWAfrica,[]
7656,MUSEUMSJAMAICA,[]
7657,Mi55_Anna,[]
7658,WPReview,[]
7659,TDGPriestman,[]
7660,sandyluzleon,[]
7661,griizzlyPSD,['artsy']
7662,THEArtistT,[]
7663,aliciaperris,[]
7664,EventsHotspots,[]
7665,ReleGallery,[]
7666,YaraEwuare,['sophtopithecus']
7667,WPReview,[]
7668,UsableArt,[]
7669,WPReview,[]
7670,RossQuiroga,[]
7671,WPReview,[]
7672,Rjafojo,[]
7673,CultureWorksAus,['artsy']
7674,Madprof666,[]
7675,angelaharkavy,[]
7676,ReleGallery,[]
7677,infoking105,"['StaceyDooley', 'DavidOlusoga', 'edsheeran', 'comicrelief']"
7678,WPReview,[]
7679,osaze_amadasun,['ReleGallery']
7680,ReleGallery,['osaze_amadasun']
7681,aliciaperris,[]
7682,PanchoPlanas,[]
7683,ReleGallery,[]
7684,CraftsVillageNG,[]
7685,MuseumClymer,[]
7686,artistasinnatos,[]
7687,WPReview,[]
7688,aliciaperris,[]
7689,ryanlenorabrown,['ayodejirotinwa']
7690,CyprianDe,['artsy']
7691,TCL58,[]
7692,leo98906206,[]
7693,ahipp3,['artsy']
7694,Afristoricals,[]
7695,PatHaddock,[]
7696,dparra137,['artsy']
7697,WPReview,['ayodejirotinwa']
7698,LucaZoqui13,[]
7699,MwitiAnne,[]
7700,Pablin_Akill379,[]
7701,ZenForceVets,[]
7702,Savonarola26,[]
7703,bilchamberlin,[]
7704,artsy,[]
7705,yeyoarts,[]
7706,LegendaryLuna,['artsy']
7707,blvrdvr,['artsy']
7708,aliciaperris,[]
7709,DePaulArtHist,['artsy']
7710,RDoylePhoto,[]
7711,SinamaiAshton,[]
7712,CentroElba,['artsy']
7713,onyxgod32,[]
7714,noirenow,[]
7715,JoceyBruceCrews,['artsy']
7716,DENISEEALLEN,['artsy']
7717,CanUBMe,[]
7718,fredshoats,[]
7719,ISDBund,[]
7720,paulwhit22,['artsy']
7721,wtfarthistory,[]
7722,IcomOfficiel,['artsy']
7723,aliciaperris,[]
7724,bulleh44,[]
7725,Kazuo_MORIMOTO,[]
7726,labreagal,[]
7727,artgary,[]
7728,hansworks2,['artsy']
7729,tomatovisiontv,[]
7730,SistaToFunky,[]
7731,asalhmemphis,[]
7732,DaliaGuerreiro,[]
7733,artcrimeHQ,['artsy']
7734,NevadaCountyArt,[]
7735,BMo2xl,['artsy']
7736,HBGanttCenter,[]
7737,holagatito1453,[]
7738,clairebangasser,['artsy']
7739,rachelaholmes,['artsy']
7740,avidanaterra,['artsy']
7741,aliciaperris,[]
7742,Kontekst015,['artsy']
7743,_pocketdynamo,['goodreads']
7744,DpStateFuneral,['artsy']
7745,ZenForceVets,[]
7746,LefLio,['artsy']
7747,artrecovery,['artsy']
7748,Alcavi,['artsy']
7749,dianalizia,['artsy']
7750,MaryJoBateman,['artsy']
7751,angeleslagos,[]
7752,afropresencia,[]
7753,ARQUETOPIA,[]
7754,bilchamberlin,[]
7755,erudioofart,[]
7756,artsy,[]
7757,adekemitweets,[]
7758,africartmarket,['artsy']
7759,HelenKlebesadel,[]
7760,timkun69,['artsy']
7761,Osaz112,[]
7762,musiqnote1,[]
7763,africaupdates,['artsy']
7764,LesMore335,[]
7765,Usuomonhkins,[]
7766,cgartadvisory,['artsy']
7767,EXILE_NEW,[]
7768,wilkinson_arts,[]
7769,The_APAA,[]
7770,Brown9501Brown,['artsy']
7771,johnpasmore,[]
7772,SeanSeanjon01,[]
7773,analuciaraujo_,[]
7774,AFROTOPIA_IS,['artsy']
7775,skirri,"['MishMei', 'mccormick_ted']"
7776,m_sherrington,[]
7777,icewinddale1,"['Colin_Macaulay', 'britishmuseum']"
7778,OriginsOSU,[]
7779,theSalariya,[]
7780,CultureTraffic,[]
7781,stanmaj1,['fergalkeane47']
7782,juergenzimmerer,['SVBeurden']
7783,sama_jones,['GeorgeThePoet']
7784,LNLonRN,"['DavidOlusoga', 'PhillipAdams_1']"
7785,aldridg5,['YouTube']
7786,JillianKeenan,[]
7787,theSEM,['korybing']
7788,colorfultimes,[]
7789,DeirdreBeecher,['sentantiq']
7790,ARTalano,[]
7791,celinelliott,"['HornimanMuseum', 'cornwallmp']"
7792,TimCWrites,['tayos02']
7793,sara_huws,['aaprocter']
7794,lawakhigbe_com,[]
7795,lawakhigbe_com,[]
7796,Dukespoint,"['RobAnthony01', 'NTMarketscom', 'JuliaHB1']"
7797,sojournergaller,[]
7798,Moe_Delaun,['JesseDamiani']
7799,TimCWrites,"['snigskitchen', 'lazaroumterror']"
7800,aldridg5,[]
7801,TimCWrites,[]
7802,JanineGeorg,['bartimaeusblue']
7803,WoolacombeSch,[]
7804,juergenzimmerer,['mfnberlin']
7805,wellburrowed,[]
7806,BydysawdCatrin,['IrishUnity']
7807,anthonyfdshaw,['Adistarmanc']
7808,Masai_Williams,"['BCRPM', 'bbcbigquestions']"
7809,Sech808,['LaoTzu5']
7810,folukeifejola,[]
7811,KwaziMoyo96,[]
7812,bonsuman,['NickyAACampbell']
7813,bbcbigquestions,['account4power']
7814,bbcbigquestions,['prm_laurita']
7815,LUCASYASHERE,[]
7816,AlexKerrSNP,[]
7817,ReginaHolland_,[]
7818,LUCASYASHERE,[]
7819,Wisdom_Gohodzi,['hallaboutafrica']
7820,Mohammed222022,"['MaazaMengiste', 'FrankVeyron', 'KuolDimDeng', 'HistoryHeroes', 'TadesDan', 'CathyDAndrea99', 'YehenewW', 'nytimes', 'mukmohware2121', 'etBritish', 'malonebarry', 'martinplaut', 'Yetnayet1', 'diplocourier', '_iwakeli_i', 'guardian', 'lemnsissay', 'cobbo3', 'EmmanuelIgunza', 'V_and_A', 'FrehiwotNG', 'GEngida56', 'Don_Costy', 'UNESCO', 'EthioEmbassyUK', 'atlasobscura', 'panafricanuk', 'trtworld', 'awolallo', 'UKinEthiopia', 'alykhansatchu', 'lulitgk', 'MatinaStevis', 'ConversationUK', 'britishmuseum', 'YMBIBI', 'girma_mohammed', 'AJStream', 'MaxAndersonUSA', 'HailuMahlet', 'MelakuD', 'allanolingo', 'UNESCO_Addis', 'allimadi', 'artifactsTO', 'CathyDAndrea99']"
7821,Mohammed222022,"['MaazaMengiste', 'FrankVeyron', 'KuolDimDeng', 'HistoryHeroes', 'TadesDan', 'CathyDAndrea99', 'YehenewW', 'nytimes', 'mukmohware2121', 'etBritish', 'malonebarry', 'martinplaut', 'Yetnayet1', 'diplocourier', '_iwakeli_i', 'guardian', 'lemnsissay', 'cobbo3', 'EmmanuelIgunza', 'V_and_A', 'FrehiwotNG', 'GEngida56', 'Don_Costy', 'UNESCO', 'EthioEmbassyUK', 'atlasobscura', 'panafricanuk', 'trtworld', 'awolallo', 'UKinEthiopia', 'alykhansatchu', 'lulitgk', 'MatinaStevis', 'ConversationUK', 'britishmuseum', 'YMBIBI', 'girma_mohammed', 'AJStream', 'MaxAndersonUSA', 'HailuMahlet', 'MelakuD', 'allanolingo', 'UNESCO_Addis', 'allimadi', 'artifactsTO', 'CathyDAndrea99']"
7822,CathyDAndrea99,[]
7823,CathyDAndrea99,[]
7824,cultureand_,['heritagelottery']
7825,TheDivinePrince,[]
7826,OldCharlie2Ears,[]
7827,IAL_art_law,['TheArtNewspaper']
7828,2for1_pizzas,[]
7829,NebiyuTedla,[]
7830,Mohammed222022,"['MaazaMengiste', 'FrankVeyron', 'KuolDimDeng', 'HistoryHeroes', 'TadesDan', 'CathyDAndrea99', 'YehenewW', 'nytimes', 'mukmohware2121', 'etBritish', 'malonebarry', 'martinplaut', 'Yetnayet1', 'diplocourier', '_iwakeli_i', 'guardian', 'lemnsissay', 'cobbo3', 'EmmanuelIgunza', 'V_and_A', 'FrehiwotNG', 'GEngida56', 'Don_Costy', 'UNESCO', 'EthioEmbassyUK', 'atlasobscura', 'panafricanuk', 'trtworld', 'awolallo', 'UKinEthiopia', 'alykhansatchu', 'lulitgk', 'MatinaStevis', 'ConversationUK', 'britishmuseum', 'YMBIBI', 'girma_mohammed', 'AJStream', 'MaxAndersonUSA', 'HailuMahlet', 'MelakuD', 'IamWizEthiopia', 'AJEnglish', 'RenaissanceCou1', 'alykhansatchu', 'britishmuseum', 'CNN', 'CNNAfrica', 'Trevornoah']"
7831,WillKnocker,"['RichTvAfrica', 'CNN', 'CNNAfrica', 'britishmuseum', 'alykhansatchu']"
7832,RichTvAfrica,"['CNN', 'CNNAfrica', 'britishmuseum', 'alykhansatchu']"
7833,alykhansatchu,"['britishmuseum', 'CNN', 'CNNAfrica']"
7834,alykhansatchu,"['britishmuseum', 'CNN', 'CNNAfrica']"
7835,alykhansatchu,"['britishmuseum', 'CNN', 'CNNAfrica', 'jeremycorbyn']"
7836,Apollo_magazine,[]
7837,DavidCarver,['DavidOlusoga']
7838,KinondoniDsm,"['RachelStrohm', 'aaprocter', 'museumsofkenya', 'thisisthenest']"
7839,sanjeevldh,[]
7840,africaupdates,[]
7841,ChrisFarrelly,[]
7842,marcelocordova,[]
7843,MarcoWerman,[]
7844,DalrympleWill,[]
7845,DalrympleWill,[]
7846,Andrea_Vez,[]
7847,squire_law,['IAL_art_law']
7848,ArtResurrected,[]
7849,kate_smee,[]
7850,esujohn,['cnni']
7851,LinusGalleries,['TheArtNewspaper']
7852,artcrimeprof,"['sarahegeis', 'ArunRath']"
7853,sgconlaw,[]
7854,elginism,['bristolmuseum']
7855,thatnickog,[]
7856,chowald5,['Feli_Bodenstein']
7857,Apollo_magazine,[]
7858,DetectingDigsUK,[]
7859,Apollo_magazine,[]
7860,IAL_art_law,['IAL_art_law']
7861,artcrimeprof,[]
7862,iExploreGH,[]
7863,IAL_art_law,['TheArtNewspaper']
7864,artrecovery,[]
7865,Artnose,[]
7866,newyorknewart,[]
7867,TheArtNewspaper,[]
7868,HISTORY,[]
7869,aheartforafrica,[]
7870,folukeifejola,['bristolmuseum']
7871,cgartadvisory,[]
7872,AnnaKkmadr,[]
7873,IAL_art_law,"['britishmuseum', 'TheArtNewspaper', 'VickyngariW', 'ArtResolve']"
7874,Thirty_Banal,[]
7875,PolycarpJ01,[]
7876,eko_chuks,[]
7877,coloniallegacy,[]
7878,coloniallegacy,['juergenzimmerer']
7879,mygibbo,[]
7880,themovehub,[]
7881,SistaToFunky,[]
7882,bushysiddiq,['DavidOlusoga']
7883,MarcusMatters,[]
7884,MaewSW,[]
7885,profjohnrdavis,[]
7886,IAL_art_law,[]
7887,IntHeritageLaw,[]
7888,ArtLawADR,['cnni']
7889,anamafalda1992,[]
7890,TheoptimistV,[]
7891,artcrimeHQ,[]
7892,dunkley83,[]
7893,gahundemaurice,['cnni']
7894,artrecovery,[]
7895,Artnose,[]
7896,akin_ogundiran,[]
7897,politics263,"['Nigeria', 'NGRPresident']"
7898,WeDescendants,"['Lexi_Caly', 'SilasOnoja']"
7899,danielyep,[]
7900,omnigist,[]
7901,eafv13,['CNN']
7902,carl_arrindell,[]
7903,AFRICASeenHeard,[]
7904,KennethTharp,['DavidOlusoga']
7905,profdanhicks,['EnglishHeritage']
7906,mahadevarun,[]
7907,GeorgeWBartlett,"['britishmuseum', 'ArtHistLinkUp']"
7908,adisaabayomi,[]
7909,DebbyDonnelly,[]
7910,CRCM_Nigeria,[]
7911,francjonsn,[]
7912,ludwe71,[]
7913,dotrendom,[]
7914,MrRooBKK,['DavidOlusoga']
7915,Kathy_Bramley,[]
7916,James_Acworth,['britishmuseum']
7917,FANTASTICRADIOO,[]
7918,PaulTHalliday,[]
7919,JoelleCaulfield,[]
7920,fleming77,[]
7921,Chiomatic,[]
7922,evritfilms,['CNN']
7923,HenningMelber,[]
7924,ChiliKwiwe,[]
7925,HeritageAffair,[]
7926,CASCambridge,[]
7927,pghntr,[]
7928,maiteconde,['JesusCollegeCam']
7929,BarcenyW,[]
7930,Anthromarmalade,[]
7931,TheLawMap,[]
7932,CharlotteFarhan,[]
7933,OOlere,[]
7934,fredieka,[]
7935,MarvinRotrand,[]
7936,EasyEnglishFree,[]
7937,byjoannavaughan,[]
7938,ENAREurope,"['DavidOlusoga', 'theNUC1', 'ukblm', 'UKRENtweets']"
7939,ReginaHolland_,['DavidOlusoga']
7940,shumadas,[]
7941,V_Mulholland,[]
7942,AdamPMcCready,[]
7943,McEwanMorton,[]
7944,habla_con_Gian,[]
7945,ade_adedapo,[]
7946,RasBenjiMassop1,[]
7947,FergalLenehan,[]
7948,oguaju1980,[]
7949,annecharnock,[]
7950,siman_hadi,[]
7951,NestIsacat,[]
7952,DavidOlusoga,[]
7953,StuartMHurlbut,[]
7954,helenrcaton,['DavidOlusoga']
7955,sanjay_ahl,[]
7956,IanBrownwc1,[]
7957,juergenzimmerer,"['DavidOlusoga', 'coloniallegacy']"
7958,juergenzimmerer,"['DavidOlusoga', 'coloniallegacy']"
7959,BrackenburyMF,[]
7960,ArielBlocker,[]
7961,julieanneda,[]
7962,Marie_Wolf,[]
7963,cewuzie_,[]
7964,bajamushiya,[]
7965,lebo_diseko,[]
7966,aaronsonglass,[]
7967,ZoeBanksGross,[]
7968,BredaFlaherty1,['DavidOlusoga']
7969,MichaelKillian1,['guardian']
7970,davidh7426,[]
7971,Penseuse,['guardian']
7972,NeekZilla,[]
7973,OneDollarHostUS,[]
7974,prepaid_africa,[]
7975,tradercliq,[]
7976,grauniad_news,[]
7977,guardian,[]
7978,parsiannews,[]
7979,NedromaToday,[]
7980,JmdsCourse,[]
7981,guardianopinion,[]
7982,guardianculture,[]
7983,globalissuesweb,[]
7984,MrDJones,['guardiannews']
7985,helenyg,[]
7986,GWorldComments,[]
7987,ArtWorld5,[]
7988,susanhazan,['cnni']
7989,DrDonnaYates,[]
7990,SassyApparelUK,[]
7991,uniquebxqueen,[]
7992,dad2se,[]
7993,adeolaeribake,[]
7994,Sven_Banal,[]
7995,stellinaart,[]
7996,judycoom,['cnni']
7997,ArqUniversoGL,[]
7998,GlobalHeritage,[]
7999,RedSpiritMask,[]
8000,songringing,[]
8001,AfroFutures_UK,[]
8002,TheBlackUnion,[]
8003,BlkHistStudies,[]
8004,BlkHistStudies,[]
8005,AfricansArise,[]
8006,Robert_Banal,['Thirty_Banal']
8007,BookseekerAgent,"['AJEnglish', 'britishmuseum']"
8008,edoheart,[]
8009,Nursefreakd91,[]
8010,rockenschtroodl,"['AJEnglish', 'treehugger1605']"
8011,bloodrhodonite,[]
8012,bloodrhodonite,[]
8013,DrCourtneyShah,[]
8014,Apollo_magazine,[]
8015,LandlordsHelper,['AJEnglish']
8016,TheLadyColumbia,[]
8017,MairibheagM,['AJEnglish']
8018,LouisaEgbunike,[]
8019,siman_hadi,[]
8020,siman_hadi,[]
8021,AfricansArise,[]
8022,nicolakjohn,['cnni']
8023,STUDIOSOUND2,[]
8024,siman_hadi,['DavidOlusoga']
8025,siman_hadi,[]
8026,bopinion,[]
8027,siman_hadi,[]
8028,Apollo_magazine,[]
8029,bbyuce,['cnni']
8030,AmandaCharland,['CNN']
8031,Apollo_magazine,[]
8032,AfricansArise,[]
8033,Alexandra0306,['cnni']
8034,AfricansArise,[]
8035,patrickkabisi,[]
8036,AfricansArise,[]
8037,AfricansArise,[]
8038,ARQUETOPIA,[]
8039,mmmfiber,['cnni']
8040,AfricansArise,[]
8041,CathyDAndrea99,"['britishmuseum', 'BusInsiderSSA']"
8042,CathyDAndrea99,[]
8043,OpenLinkArtData,['Forbes']
8044,chrishadome,[]
8045,BossSancho,[]
8046,nastymarcus,[]
8047,dijoni,[]
8048,AoNoMabari,['YouTube']
8049,AfricaIMNews,[]
8050,willielynch_Jr,[]
8051,ZemiraN,[]
8052,imoyamonroque,[]
8053,afropolitainmag,[]
8054,tatolopera,[]
8055,RockstarAnthro,['CNN']
8056,ilovebeingblack,[]
8057,vickolors,[]
8058,historianspeaks,[]
8059,basbleucrb,[]
8060,lewis_stockwell,['philosophybites']
8061,art2light,[]
8062,wyatt_twerp,['guardian']
8063,mslevknecht,['Smarthistory']
8064,DJUT_F3,[]
8065,aservais1,['tiffanyjenkins']
8066,TakeLightFilm,[]
8067,IAL_art_law,"['CNN', 'britishmuseum']"
8068,Eghosakruz,[]
8069,desrado,[]
8070,davidokoro1,['standardnews']
8071,drszucker,['mfaboston']
8072,m7mdukko,['tiffanyjenkins']
8073,elginism,[]
8074,rinekarr,[]
8075,kyrikmk,"['elginism', 'ellymariasymons']"
8076,racheljsmith,['CNN']
8077,PoleMic79041607,[]
8078,PoleMic79041607,[]
8079,conflictantiq,[]
8080,omiwoods,[]
8081,dalexpopescu,['cnni']
8082,elginism,['lui_log']
8083,elginism,[]
8084,GrahamArts,[]
8085,savafricaglobal,[]
8086,IamOlapade,[]
8087,NewsGuide_NG,[]
8088,mepekin,[]
8089,akin_ogundiran,['cnni']
8090,Apollo_magazine,[]
8091,IAL_art_law,['IAL_art_law']
8092,uchster,['cnni']
8093,Ngstudentforum,[]
8094,ksouop,[]
8095,topukaffiliate,[]
8096,africaupdates,[]
8097,alphaomegaarts,[]
8098,Ngstudentforum,[]
8099,natarajansdance,['CNN']
8100,boukmann4,[]
8101,JakeGronie,['CNN']
8102,AAWmedia,[]
8103,paz_zarateb,[]
8104,paz_zarateb,[]
8105,jens2go,"['KieronMonks', 'CNN']"
8106,Wizkidofficiall,[]
8107,Hzenorov,"['FleisherJeffrey', 'CNNStyle']"
8108,belljud,['CNN']
8109,MonteOzAfrica,[]
8110,Osagyeforadio,[]
8111,MonteOzAfrica,[]
8112,MonteOzAfrica,[]
8113,MonteOzAfrica,[]
8114,mullins_paul,[]
8115,watsupafrica,[]
8116,wahalabwoi,[]
8117,ReposthubNg,[]
8118,RanveerSP,"['KimAtiWagner', 'tiffanyjenkins']"
8119,ShugaAkosa,[]
8120,myjohnnyblaq,[]
8121,MayaMargit,[]
8122,RCCommsDC,[]
8123,CNNAfrica,[]
8124,CNNAfrica,[]
8125,ClydeenMcDonald,[]
8126,AbelBishopH,[]
8127,shamara4w,[]
8128,iykemarizu,[]
8129,JeanPBekolO,[]
8130,Maryebere56,[]
8131,EnuguVoice,[]
8132,HistoryExtra,['CNN']
8133,TrinityAfer,[]
8134,regularvibeshq,[]
8135,TheDanielDallas,[]
8136,BenFulford1,"['britishmuseum', 'analuciaraujo_']"
8137,HotNewsNaija,[]
8138,HotNewsNaija,[]
8139,bajamushiya,[]
8140,Mela_abuja,[]
8141,list_wand,[]
8142,list_wand,[]
8143,victorsozaboy,['kolatubosun']
8144,1954candanga,['allafrica']
8145,victorsozaboy,['kolatubosun']
8146,allafrica,[]
8147,_xclusive_9ja,[]
8148,victorsozaboy,['kolatubosun']
8149,yevad_,[]
8150,billionbill_com,[]
8151,SayNaija,[]
8152,wilkinson_arts,[]
8153,BabaKwaghe,[]
8154,shailjapatel,['ChaoTayiana']
8155,azimuthworld,[]
8156,prettyloadedng1,[]
8157,VEEGCulture,['Pocket']
8158,allafrica,[]
8159,Niyidaram,[]
